CPU,RAM (GB),HDD (GB),Velikost displeje ("),Rozliseni displeje,Cena (Kc)
Intel I7-5500U:0.29,16:0.75,1 000 HDD:0.37,13:0.42,1680x1050:0.42,29045
Intel I3-5200U:0.05,24:0.87,240 SSD:0.62,13:0.42,2560x1440:0.71,32877
Intel I3-7100U:0.70,2:0.00,320 SSD:0.87,12:0.28,1600x900:0.28,27596
Intel I7-5200U:0.23,2:0.00,320 HDD:0.00,13.3:0.57,1680x1050:0.42,27624
Intel I3-7100U:0.70,24:0.87,1 000 HDD:0.37,17.3:1.00,1280x800:0.00,31548
Intel I5-5500U:0.17,6:0.37,320 HDD:0.00,17.3:1.00,1680x1050:0.42,31641
Intel I5-5500U:0.17,32:1.00,256 SSD:0.75,10:0.00,3840x2160:1.00,40763
Intel I3-5100U:0.00,12:0.62,320 HDD:0.00,11:0.14,1280x800:0.00,23022
Intel I5-5200U:0.11,3:0.12,1 000 HDD:0.37,11:0.14,1280x800:0.00,24061
Intel I3-5200U:0.05,3:0.12,320 HDD:0.00,10:0.00,1280x800:0.00,22207
Intel I7-7500U:1.00,3:0.12,1 000 HDD:0.37,11:0.14,1920x1080:0.57,29051
Intel I7-5500U:0.29,24:0.87,320 SSD:0.87,10:0.00,1920x1080:0.57,35524
Intel I7-6500U:0.64,8:0.50,256 SSD:0.75,13:0.42,2880x1800:0.85,33174
Intel I7-5500U:0.29,3:0.12,240 SSD:0.62,12:0.28,1366x768:0.14,29046
Intel I3-5200U:0.05,6:0.37,1 000 HDD:0.37,17.3:1.00,1680x1050:0.42,31729
Intel I5-6500U:0.52,4:0.25,1 000 HDD:0.37,17.3:1.00,1280x800:0.00,29503
Intel I3-5100U:0.00,12:0.62,240 SSD:0.62,11:0.14,1920x1080:0.57,30507
Intel I3-6100U:0.35,16:0.75,500 HDD:0.12,14:0.71,1600x900:0.28,26420
Intel I7-5500U:0.29,2:0.00,1 000 HDD:0.37,12:0.28,1366x768:0.14,25778
Intel I5-5200U:0.11,16:0.75,240 SSD:0.62,15.6:0.85,1920x1080:0.57,33063
Intel I5-5500U:0.17,8:0.50,750 HDD:0.25,12:0.28,2880x1800:0.85,32156
Intel I5-5500U:0.17,6:0.37,256 SSD:0.75,10:0.00,2560x1440:0.71,29865
Intel I3-7200U:0.76,16:0.75,320 SSD:0.87,17.3:1.00,3840x2160:1.00,45551
Intel I7-5500U:0.29,8:0.50,320 HDD:0.00,17.3:1.00,3840x2160:1.00,40182
Intel I7-6500U:0.64,8:0.50,500 HDD:0.12,14:0.71,2560x1440:0.71,31008
Intel I7-5500U:0.29,4:0.25,320 HDD:0.00,13.3:0.57,2560x1440:0.71,28504
Intel I5-6200U:0.47,32:1.00,256 SSD:0.75,13.3:0.57,1280x800:0.00,30253
Intel I3-6100U:0.35,12:0.62,1 000 HDD:0.37,17.3:1.00,1366x768:0.14,29547
Intel I7-5200U:0.23,12:0.62,128 SSD:0.50,13.3:0.57,1920x1080:0.57,29843
Intel I7-7200U:0.94,12:0.62,1 000 HDD:0.37,10:0.00,2880x1800:0.85,34488
Intel I5-5500U:0.17,12:0.62,320 HDD:0.00,10:0.00,1920x1080:0.57,27081
Intel I7-7200U:0.94,3:0.12,750 HDD:0.25,17.3:1.00,3840x2160:1.00,39227
Intel I7-6200U:0.58,2:0.00,500 HDD:0.12,17.3:1.00,2560x1440:0.71,34196
Intel I7-6500U:0.64,12:0.62,240 SSD:0.62,13.3:0.57,1920x1080:0.57,34611
Intel I7-6500U:0.64,16:0.75,750 HDD:0.25,12:0.28,1920x1080:0.57,29723
Intel I7-5200U:0.23,16:0.75,128 SSD:0.50,14:0.71,1600x900:0.28,28767
Intel I7-5500U:0.29,16:0.75,256 SSD:0.75,14:0.71,1680x1050:0.42,32675
Intel I3-5200U:0.05,3:0.12,750 HDD:0.25,15.6:0.85,2560x1440:0.71,27994
Intel I5-6500U:0.52,8:0.50,320 HDD:0.00,10:0.00,2560x1440:0.71,27028
Intel I3-7200U:0.76,2:0.00,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,29566
Intel I7-5500U:0.29,16:0.75,750 HDD:0.25,13.3:0.57,2560x1440:0.71,34684
Intel I5-7200U:0.82,4:0.25,320 SSD:0.87,13:0.42,1680x1050:0.42,28203
Intel I3-7200U:0.76,32:1.00,320 SSD:0.87,11:0.14,1680x1050:0.42,35570
Intel I7-7500U:1.00,2:0.00,750 HDD:0.25,14:0.71,1280x800:0.00,26350
Intel I7-5500U:0.29,24:0.87,320 HDD:0.00,14:0.71,2880x1800:0.85,34612
Intel I7-5200U:0.23,12:0.62,320 SSD:0.87,13.3:0.57,3840x2160:1.00,40181
Intel I7-7200U:0.94,3:0.12,320 SSD:0.87,13.3:0.57,1366x768:0.14,29686
Intel I5-6500U:0.52,8:0.50,240 SSD:0.62,14:0.71,1600x900:0.28,30966
Intel I3-6100U:0.35,16:0.75,1 000 HDD:0.37,10:0.00,3840x2160:1.00,34842
Intel I7-7500U:1.00,2:0.00,750 HDD:0.25,15.6:0.85,1920x1080:0.57,34785
Intel I7-7200U:0.94,4:0.25,256 SSD:0.75,13:0.42,1280x800:0.00,26886
Intel I7-6500U:0.64,4:0.25,320 SSD:0.87,11:0.14,2880x1800:0.85,39207
Intel I3-7200U:0.76,6:0.37,128 SSD:0.50,12:0.28,1920x1080:0.57,27039
Intel I7-6500U:0.64,8:0.50,512 SSD:1.00,14:0.71,1600x900:0.28,39161
Intel I5-6200U:0.47,2:0.00,128 SSD:0.50,17.3:1.00,1280x800:0.00,29018
Intel I7-6500U:0.64,6:0.37,750 HDD:0.25,17.3:1.00,1680x1050:0.42,34115
Intel I5-7500U:0.88,4:0.25,256 SSD:0.75,10:0.00,1280x800:0.00,26622
Intel I3-7200U:0.76,12:0.62,1 000 HDD:0.37,13:0.42,2560x1440:0.71,29743
Intel I7-7500U:1.00,12:0.62,256 SSD:0.75,14:0.71,2880x1800:0.85,40843
Intel I5-6500U:0.52,32:1.00,512 SSD:1.00,13.3:0.57,1680x1050:0.42,42096
Intel I7-6500U:0.64,4:0.25,512 SSD:1.00,15.6:0.85,1280x800:0.00,40893
Intel I7-7500U:1.00,12:0.62,320 HDD:0.00,15.6:0.85,1600x900:0.28,32578
Intel I7-5500U:0.29,6:0.37,128 SSD:0.50,13.3:0.57,3840x2160:1.00,34248
Intel I5-6500U:0.52,24:0.87,1 000 HDD:0.37,13.3:0.57,1680x1050:0.42,32676
Intel I5-7200U:0.82,12:0.62,320 HDD:0.00,15.6:0.85,1366x768:0.14,30656
Intel I5-6500U:0.52,3:0.12,320 HDD:0.00,11:0.14,1680x1050:0.42,24159
Intel I5-7500U:0.88,6:0.37,240 SSD:0.62,13:0.42,1680x1050:0.42,29145
Intel I7-5500U:0.29,6:0.37,240 SSD:0.62,15.6:0.85,1366x768:0.14,31281
Intel I3-6200U:0.41,3:0.12,1 000 HDD:0.37,11:0.14,1280x800:0.00,22349
Intel I7-6500U:0.64,4:0.25,500 HDD:0.12,15.6:0.85,3840x2160:1.00,39761
Intel I5-6200U:0.47,12:0.62,256 SSD:0.75,17.3:1.00,1920x1080:0.57,38378
Intel I5-7200U:0.82,2:0.00,500 HDD:0.12,13:0.42,1600x900:0.28,25030
Intel I7-6200U:0.58,2:0.00,750 HDD:0.25,11:0.14,1680x1050:0.42,25025
Intel I5-5200U:0.11,16:0.75,750 HDD:0.25,15.6:0.85,1920x1080:0.57,31493
Intel I3-5100U:0.00,16:0.75,320 HDD:0.00,15.6:0.85,1920x1080:0.57,29308
Intel I3-6100U:0.35,8:0.50,750 HDD:0.25,13:0.42,1366x768:0.14,25148
Intel I5-5200U:0.11,8:0.50,1 000 HDD:0.37,11:0.14,2560x1440:0.71,29724
Intel I5-5200U:0.11,3:0.12,240 SSD:0.62,10:0.00,2880x1800:0.85,30092
Intel I5-5500U:0.17,2:0.00,320 SSD:0.87,12:0.28,2560x1440:0.71,32528
Intel I3-5100U:0.00,6:0.37,512 SSD:1.00,12:0.28,1920x1080:0.57,35181
Intel I7-5200U:0.23,24:0.87,256 SSD:0.75,13.3:0.57,2880x1800:0.85,38888
Intel I5-5200U:0.11,4:0.25,320 HDD:0.00,17.3:1.00,1680x1050:0.42,30767
Intel I5-6200U:0.47,16:0.75,750 HDD:0.25,12:0.28,2880x1800:0.85,30558
Intel I5-5500U:0.17,3:0.12,512 SSD:1.00,13.3:0.57,1280x800:0.00,35531
Intel I5-6500U:0.52,4:0.25,128 SSD:0.50,10:0.00,1366x768:0.14,25175
Intel I7-7500U:1.00,12:0.62,128 SSD:0.50,13.3:0.57,1680x1050:0.42,29076
Intel I7-6200U:0.58,2:0.00,256 SSD:0.75,14:0.71,1280x800:0.00,27998
Intel I7-7200U:0.94,2:0.00,256 SSD:0.75,10:0.00,1920x1080:0.57,30079
Intel I5-6200U:0.47,6:0.37,1 000 HDD:0.37,13.3:0.57,2560x1440:0.71,28979
Intel I3-6200U:0.41,32:1.00,256 SSD:0.75,17.3:1.00,1920x1080:0.57,36547
Intel I5-6200U:0.47,8:0.50,512 SSD:1.00,13:0.42,2560x1440:0.71,37457
Intel I5-7200U:0.82,32:1.00,512 SSD:1.00,17.3:1.00,3840x2160:1.00,49277
Intel I5-6500U:0.52,8:0.50,320 SSD:0.87,12:0.28,1680x1050:0.42,30781
Intel I7-6500U:0.64,32:1.00,512 SSD:1.00,15.6:0.85,1366x768:0.14,42900
Intel I7-7500U:1.00,6:0.37,320 HDD:0.00,17.3:1.00,1920x1080:0.57,32972
Intel I5-6200U:0.47,6:0.37,512 SSD:1.00,10:0.00,3840x2160:1.00,43249
Intel I3-7200U:0.76,24:0.87,128 SSD:0.50,17.3:1.00,1600x900:0.28,35847
Intel I7-7500U:1.00,24:0.87,1 000 HDD:0.37,11:0.14,1366x768:0.14,33431
Intel I3-7200U:0.76,12:0.62,1 000 HDD:0.37,17.3:1.00,1920x1080:0.57,34485
Intel I3-7100U:0.70,32:1.00,500 HDD:0.12,14:0.71,1680x1050:0.42,28118
Intel I7-5500U:0.29,2:0.00,512 SSD:1.00,13:0.42,1920x1080:0.57,39620
Intel I7-6200U:0.58,3:0.12,256 SSD:0.75,15.6:0.85,3840x2160:1.00,36742
Intel I5-7200U:0.82,2:0.00,320 HDD:0.00,13.3:0.57,1920x1080:0.57,28509
Intel I3-7100U:0.70,2:0.00,320 HDD:0.00,11:0.14,3840x2160:1.00,29234
Intel I5-5500U:0.17,12:0.62,256 SSD:0.75,12:0.28,1920x1080:0.57,29818
Intel I5-6500U:0.52,3:0.12,256 SSD:0.75,13.3:0.57,3840x2160:1.00,33476
Intel I5-7200U:0.82,12:0.62,128 SSD:0.50,13:0.42,1366x768:0.14,26059
Intel I7-5200U:0.23,8:0.50,128 SSD:0.50,11:0.14,2880x1800:0.85,33210
Intel I3-6200U:0.41,6:0.37,320 HDD:0.00,17.3:1.00,1680x1050:0.42,28642
Intel I5-7200U:0.82,3:0.12,320 SSD:0.87,11:0.14,2560x1440:0.71,33915
Intel I3-5100U:0.00,8:0.50,1 000 HDD:0.37,12:0.28,1680x1050:0.42,23023
Intel I3-6200U:0.41,6:0.37,1 000 HDD:0.37,10:0.00,2560x1440:0.71,29388
Intel I7-5500U:0.29,32:1.00,320 SSD:0.87,10:0.00,1280x800:0.00,32439
Intel I3-5100U:0.00,2:0.00,1 000 HDD:0.37,13.3:0.57,1366x768:0.14,23075
Intel I7-6500U:0.64,4:0.25,1 000 HDD:0.37,14:0.71,2560x1440:0.71,31157
Intel I7-6200U:0.58,3:0.12,320 HDD:0.00,12:0.28,1680x1050:0.42,25957
Intel I7-6200U:0.58,8:0.50,750 HDD:0.25,13.3:0.57,1366x768:0.14,29429
Intel I7-7200U:0.94,2:0.00,240 SSD:0.62,15.6:0.85,2560x1440:0.71,34218
Intel I5-7500U:0.88,3:0.12,256 SSD:0.75,17.3:1.00,1920x1080:0.57,36068
Intel I5-6500U:0.52,4:0.25,128 SSD:0.50,12:0.28,3840x2160:1.00,31753
Intel I3-6100U:0.35,2:0.00,256 SSD:0.75,11:0.14,1680x1050:0.42,25851
Intel I7-6200U:0.58,6:0.37,256 SSD:0.75,14:0.71,1600x900:0.28,30027
Intel I3-6200U:0.41,16:0.75,750 HDD:0.25,14:0.71,1280x800:0.00,27720
Intel I7-7500U:1.00,16:0.75,1 000 HDD:0.37,15.6:0.85,1366x768:0.14,33648
Intel I7-5500U:0.29,6:0.37,1 000 HDD:0.37,17.3:1.00,1680x1050:0.42,35487
Intel I5-7200U:0.82,2:0.00,320 HDD:0.00,15.6:0.85,2880x1800:0.85,31187
Intel I7-6500U:0.64,12:0.62,128 SSD:0.50,15.6:0.85,2880x1800:0.85,37458
Intel I3-5100U:0.00,12:0.62,512 SSD:1.00,15.6:0.85,1366x768:0.14,34805
Intel I7-5200U:0.23,8:0.50,128 SSD:0.50,14:0.71,1920x1080:0.57,32867
Intel I3-6100U:0.35,3:0.12,128 SSD:0.50,13.3:0.57,1920x1080:0.57,26512
Intel I7-6200U:0.58,4:0.25,240 SSD:0.62,13.3:0.57,1920x1080:0.57,31351
Intel I5-5200U:0.11,6:0.37,1 000 HDD:0.37,12:0.28,1280x800:0.00,25342
Intel I5-7500U:0.88,3:0.12,1 000 HDD:0.37,13:0.42,2880x1800:0.85,30753
Intel I5-5200U:0.11,12:0.62,512 SSD:1.00,12:0.28,2560x1440:0.71,37600
Intel I5-7200U:0.82,12:0.62,128 SSD:0.50,15.6:0.85,2880x1800:0.85,37718
Intel I5-5500U:0.17,12:0.62,128 SSD:0.50,14:0.71,2880x1800:0.85,36037
Intel I3-6100U:0.35,12:0.62,512 SSD:1.00,10:0.00,1366x768:0.14,32312
Intel I5-7500U:0.88,24:0.87,500 HDD:0.12,14:0.71,1600x900:0.28,31597
Intel I7-5500U:0.29,4:0.25,256 SSD:0.75,15.6:0.85,2880x1800:0.85,34886
Intel I3-5100U:0.00,4:0.25,750 HDD:0.25,13.3:0.57,1280x800:0.00,21374
Intel I5-7200U:0.82,3:0.12,320 HDD:0.00,15.6:0.85,1366x768:0.14,27551
Intel I3-5200U:0.05,12:0.62,320 SSD:0.87,12:0.28,1280x800:0.00,27231
Intel I3-6200U:0.41,3:0.12,1 000 HDD:0.37,10:0.00,2880x1800:0.85,30166
Intel I7-7200U:0.94,4:0.25,240 SSD:0.62,13.3:0.57,1280x800:0.00,30396
Intel I5-6500U:0.52,12:0.62,240 SSD:0.62,13.3:0.57,1600x900:0.28,32615
Intel I7-7500U:1.00,4:0.25,1 000 HDD:0.37,13.3:0.57,3840x2160:1.00,38343
Intel I5-5200U:0.11,2:0.00,240 SSD:0.62,12:0.28,2560x1440:0.71,27349
Intel I3-7100U:0.70,8:0.50,512 SSD:1.00,10:0.00,3840x2160:1.00,38733
Intel I3-5100U:0.00,24:0.87,512 SSD:1.00,13.3:0.57,1366x768:0.14,35005
Intel I5-7200U:0.82,2:0.00,500 HDD:0.12,13:0.42,2560x1440:0.71,28693
Intel I3-5200U:0.05,2:0.00,500 HDD:0.12,12:0.28,1366x768:0.14,22851
Intel I3-6100U:0.35,24:0.87,320 HDD:0.00,14:0.71,1680x1050:0.42,28806
Intel I3-5200U:0.05,16:0.75,128 SSD:0.50,11:0.14,1366x768:0.14,27511
Intel I5-5200U:0.11,3:0.12,750 HDD:0.25,14:0.71,1366x768:0.14,24786
Intel I3-7200U:0.76,32:1.00,750 HDD:0.25,10:0.00,3840x2160:1.00,37676
Intel I5-5200U:0.11,32:1.00,128 SSD:0.50,10:0.00,2880x1800:0.85,35627
Intel I7-7500U:1.00,24:0.87,320 SSD:0.87,10:0.00,1920x1080:0.57,38986
Intel I3-7200U:0.76,24:0.87,256 SSD:0.75,13.3:0.57,1280x800:0.00,29109
Intel I7-6200U:0.58,16:0.75,320 HDD:0.00,11:0.14,1920x1080:0.57,30740
Intel I5-5500U:0.17,3:0.12,500 HDD:0.12,14:0.71,1280x800:0.00,24898
Intel I3-6200U:0.41,24:0.87,256 SSD:0.75,11:0.14,1280x800:0.00,30100
Intel I3-5100U:0.00,12:0.62,128 SSD:0.50,13.3:0.57,3840x2160:1.00,30781
Intel I5-7500U:0.88,16:0.75,512 SSD:1.00,10:0.00,1600x900:0.28,37806
Intel I7-6500U:0.64,4:0.25,320 SSD:0.87,17.3:1.00,1680x1050:0.42,37591
Intel I5-5200U:0.11,8:0.50,1 000 HDD:0.37,12:0.28,1920x1080:0.57,27153
Intel I5-6500U:0.52,8:0.50,128 SSD:0.50,13.3:0.57,1600x900:0.28,26348
Intel I3-7100U:0.70,8:0.50,128 SSD:0.50,17.3:1.00,1920x1080:0.57,31591
Intel I3-6200U:0.41,8:0.50,320 HDD:0.00,17.3:1.00,1600x900:0.28,27350
Intel I5-7500U:0.88,16:0.75,128 SSD:0.50,15.6:0.85,2880x1800:0.85,35916
Intel I5-7500U:0.88,16:0.75,500 HDD:0.12,13:0.42,1600x900:0.28,29219
Intel I3-5100U:0.00,16:0.75,750 HDD:0.25,10:0.00,1280x800:0.00,23467
Intel I7-6500U:0.64,6:0.37,512 SSD:1.00,13.3:0.57,2560x1440:0.71,42978
Intel I5-6500U:0.52,16:0.75,320 HDD:0.00,14:0.71,1280x800:0.00,26398
Intel I5-5500U:0.17,16:0.75,512 SSD:1.00,13:0.42,1366x768:0.14,33999
Intel I7-6500U:0.64,12:0.62,320 HDD:0.00,12:0.28,1366x768:0.14,27140
Intel I7-7200U:0.94,6:0.37,750 HDD:0.25,10:0.00,1920x1080:0.57,29361
Intel I7-5500U:0.29,32:1.00,256 SSD:0.75,13:0.42,3840x2160:1.00,43321
Intel I7-7200U:0.94,4:0.25,500 HDD:0.12,17.3:1.00,2880x1800:0.85,37434
Intel I7-7200U:0.94,8:0.50,320 SSD:0.87,10:0.00,1920x1080:0.57,32720
Intel I3-5100U:0.00,32:1.00,750 HDD:0.25,14:0.71,2880x1800:0.85,31161
Intel I7-5200U:0.23,16:0.75,320 HDD:0.00,12:0.28,2880x1800:0.85,34722
Intel I3-6200U:0.41,2:0.00,500 HDD:0.12,12:0.28,1680x1050:0.42,23531
Intel I7-5200U:0.23,32:1.00,240 SSD:0.62,13.3:0.57,1680x1050:0.42,36129
Intel I7-5500U:0.29,6:0.37,500 HDD:0.12,12:0.28,1920x1080:0.57,27062
Intel I5-7500U:0.88,32:1.00,240 SSD:0.62,13:0.42,3840x2160:1.00,37715
Intel I7-5200U:0.23,2:0.00,750 HDD:0.25,10:0.00,1280x800:0.00,26276
Intel I7-5500U:0.29,3:0.12,320 SSD:0.87,13.3:0.57,1366x768:0.14,31159
Intel I5-6500U:0.52,12:0.62,512 SSD:1.00,13:0.42,3840x2160:1.00,44936
Intel I5-6500U:0.52,8:0.50,1 000 HDD:0.37,10:0.00,3840x2160:1.00,31720
Intel I5-6200U:0.47,3:0.12,750 HDD:0.25,13:0.42,1366x768:0.14,25623
Intel I5-6500U:0.52,6:0.37,512 SSD:1.00,14:0.71,1600x900:0.28,36634
Intel I7-5500U:0.29,2:0.00,1 000 HDD:0.37,12:0.28,1680x1050:0.42,26302
Intel I3-5200U:0.05,12:0.62,320 HDD:0.00,10:0.00,1600x900:0.28,23636
Intel I3-5100U:0.00,24:0.87,1 000 HDD:0.37,13.3:0.57,1920x1080:0.57,30118
Intel I3-7200U:0.76,12:0.62,512 SSD:1.00,14:0.71,1920x1080:0.57,36045
Intel I3-5200U:0.05,32:1.00,320 HDD:0.00,15.6:0.85,1600x900:0.28,32310
Intel I5-6500U:0.52,4:0.25,750 HDD:0.25,13:0.42,1680x1050:0.42,27346
Intel I5-7200U:0.82,16:0.75,1 000 HDD:0.37,13.3:0.57,1680x1050:0.42,29076
Intel I7-5200U:0.23,6:0.37,240 SSD:0.62,14:0.71,1920x1080:0.57,33506
Intel I7-5500U:0.29,24:0.87,512 SSD:1.00,10:0.00,1366x768:0.14,38693
Intel I3-5100U:0.00,8:0.50,128 SSD:0.50,14:0.71,1600x900:0.28,24263
Intel I5-5500U:0.17,4:0.25,128 SSD:0.50,17.3:1.00,2880x1800:0.85,35801
Intel I5-5500U:0.17,16:0.75,240 SSD:0.62,15.6:0.85,1280x800:0.00,30549
Intel I3-7100U:0.70,12:0.62,750 HDD:0.25,14:0.71,1280x800:0.00,25633
Intel I7-6500U:0.64,12:0.62,240 SSD:0.62,12:0.28,1280x800:0.00,29879
Intel I7-7200U:0.94,32:1.00,500 HDD:0.12,13.3:0.57,3840x2160:1.00,40147
Intel I3-7200U:0.76,2:0.00,500 HDD:0.12,10:0.00,1600x900:0.28,22155
Intel I7-7500U:1.00,2:0.00,512 SSD:1.00,10:0.00,1280x800:0.00,35621
Intel I3-5200U:0.05,16:0.75,1 000 HDD:0.37,12:0.28,2560x1440:0.71,30884
Intel I7-7500U:1.00,16:0.75,320 SSD:0.87,10:0.00,3840x2160:1.00,42136
Intel I5-6500U:0.52,8:0.50,500 HDD:0.12,17.3:1.00,1680x1050:0.42,30927
Intel I7-6200U:0.58,6:0.37,256 SSD:0.75,11:0.14,2560x1440:0.71,32022
Intel I5-5500U:0.17,16:0.75,750 HDD:0.25,15.6:0.85,1366x768:0.14,28877
Intel I7-7500U:1.00,32:1.00,320 HDD:0.00,13:0.42,2560x1440:0.71,36583
Intel I7-6500U:0.64,2:0.00,320 HDD:0.00,13.3:0.57,1920x1080:0.57,30448
Intel I3-7100U:0.70,8:0.50,750 HDD:0.25,17.3:1.00,2560x1440:0.71,32666
Intel I3-7200U:0.76,6:0.37,500 HDD:0.12,14:0.71,1920x1080:0.57,27905
Intel I3-7100U:0.70,8:0.50,256 SSD:0.75,13.3:0.57,1920x1080:0.57,29952
Intel I3-6100U:0.35,4:0.25,128 SSD:0.50,13.3:0.57,1600x900:0.28,25256
Intel I3-6200U:0.41,8:0.50,320 SSD:0.87,13.3:0.57,1366x768:0.14,32431
Intel I5-5500U:0.17,24:0.87,128 SSD:0.50,15.6:0.85,2560x1440:0.71,37221
Intel I7-6500U:0.64,12:0.62,320 HDD:0.00,13.3:0.57,1680x1050:0.42,28019
Intel I5-5500U:0.17,12:0.62,320 SSD:0.87,13:0.42,1680x1050:0.42,32109
Intel I7-5500U:0.29,12:0.62,500 HDD:0.12,15.6:0.85,1680x1050:0.42,32480
Intel I5-7200U:0.82,16:0.75,240 SSD:0.62,13:0.42,1366x768:0.14,30487
Intel I5-5200U:0.11,16:0.75,320 SSD:0.87,13:0.42,2560x1440:0.71,31624
Intel I5-5500U:0.17,3:0.12,750 HDD:0.25,15.6:0.85,1920x1080:0.57,32050
Intel I5-5200U:0.11,8:0.50,1 000 HDD:0.37,13.3:0.57,1680x1050:0.42,26405
Intel I5-6200U:0.47,16:0.75,128 SSD:0.50,17.3:1.00,2560x1440:0.71,35138
Intel I3-7100U:0.70,3:0.12,512 SSD:1.00,13:0.42,2880x1800:0.85,38799
Intel I3-6200U:0.41,6:0.37,320 SSD:0.87,14:0.71,2560x1440:0.71,32746
Intel I3-5100U:0.00,32:1.00,240 SSD:0.62,14:0.71,1680x1050:0.42,33165
Intel I5-7500U:0.88,6:0.37,320 HDD:0.00,11:0.14,1600x900:0.28,24340
Intel I7-7500U:1.00,3:0.12,500 HDD:0.12,13.3:0.57,1920x1080:0.57,28549
Intel I3-7100U:0.70,3:0.12,240 SSD:0.62,12:0.28,2560x1440:0.71,28722
Intel I3-7100U:0.70,8:0.50,512 SSD:1.00,14:0.71,1680x1050:0.42,34581
Intel I7-5500U:0.29,24:0.87,128 SSD:0.50,11:0.14,2880x1800:0.85,35151
Intel I5-7200U:0.82,12:0.62,320 SSD:0.87,15.6:0.85,3840x2160:1.00,41298
Intel I7-7200U:0.94,2:0.00,512 SSD:1.00,10:0.00,1600x900:0.28,35767
Intel I5-5500U:0.17,12:0.62,512 SSD:1.00,14:0.71,1366x768:0.14,37911
Intel I7-5200U:0.23,2:0.00,1 000 HDD:0.37,15.6:0.85,3840x2160:1.00,33980
Intel I3-6200U:0.41,6:0.37,320 SSD:0.87,10:0.00,1280x800:0.00,29410
Intel I5-7500U:0.88,16:0.75,512 SSD:1.00,13:0.42,2880x1800:0.85,41306
Intel I7-6500U:0.64,24:0.87,500 HDD:0.12,13:0.42,2880x1800:0.85,35955
Intel I5-6200U:0.47,12:0.62,512 SSD:1.00,13:0.42,1366x768:0.14,36182
Intel I5-5500U:0.17,12:0.62,240 SSD:0.62,15.6:0.85,1680x1050:0.42,32875
Intel I3-7200U:0.76,6:0.37,320 SSD:0.87,11:0.14,1366x768:0.14,27195
Intel I5-5500U:0.17,6:0.37,240 SSD:0.62,10:0.00,1680x1050:0.42,29723
Intel I5-5200U:0.11,24:0.87,750 HDD:0.25,12:0.28,3840x2160:1.00,34536
Intel I5-7500U:0.88,12:0.62,500 HDD:0.12,17.3:1.00,1920x1080:0.57,32585
Intel I7-6200U:0.58,12:0.62,320 SSD:0.87,17.3:1.00,1920x1080:0.57,42049
Intel I5-6200U:0.47,8:0.50,240 SSD:0.62,13.3:0.57,1920x1080:0.57,29478
Intel I3-7100U:0.70,16:0.75,1 000 HDD:0.37,10:0.00,2880x1800:0.85,31692
Intel I5-5500U:0.17,2:0.00,256 SSD:0.75,10:0.00,2880x1800:0.85,30161
Intel I7-6500U:0.64,32:1.00,320 HDD:0.00,15.6:0.85,3840x2160:1.00,42059
Intel I3-7100U:0.70,8:0.50,240 SSD:0.62,10:0.00,2560x1440:0.71,29207
Intel I7-6500U:0.64,8:0.50,512 SSD:1.00,15.6:0.85,1280x800:0.00,41923
Intel I7-7500U:1.00,6:0.37,240 SSD:0.62,17.3:1.00,1680x1050:0.42,33844
Intel I7-6500U:0.64,8:0.50,500 HDD:0.12,12:0.28,1280x800:0.00,27137
Intel I3-5200U:0.05,2:0.00,320 HDD:0.00,12:0.28,1280x800:0.00,22351
Intel I7-6500U:0.64,6:0.37,128 SSD:0.50,12:0.28,1920x1080:0.57,30156
Intel I3-5200U:0.05,12:0.62,240 SSD:0.62,13.3:0.57,1600x900:0.28,29585
Intel I7-7200U:0.94,3:0.12,256 SSD:0.75,11:0.14,1280x800:0.00,29839
Intel I7-5500U:0.29,6:0.37,750 HDD:0.25,13.3:0.57,2880x1800:0.85,33441
Intel I5-7200U:0.82,4:0.25,512 SSD:1.00,10:0.00,1366x768:0.14,35824
Intel I5-6200U:0.47,8:0.50,750 HDD:0.25,11:0.14,1600x900:0.28,26487
Intel I7-5200U:0.23,4:0.25,320 HDD:0.00,15.6:0.85,1280x800:0.00,29320
Intel I3-7100U:0.70,24:0.87,1 000 HDD:0.37,10:0.00,2880x1800:0.85,32638
Intel I3-6100U:0.35,6:0.37,512 SSD:1.00,13:0.42,3840x2160:1.00,36769
Intel I7-5500U:0.29,4:0.25,1 000 HDD:0.37,10:0.00,1600x900:0.28,29199
Intel I5-5500U:0.17,4:0.25,500 HDD:0.12,12:0.28,1600x900:0.28,23738
Intel I3-5100U:0.00,16:0.75,1 000 HDD:0.37,15.6:0.85,1600x900:0.28,29398
Intel I3-5200U:0.05,24:0.87,320 SSD:0.87,12:0.28,1920x1080:0.57,31787
Intel I3-5200U:0.05,2:0.00,512 SSD:1.00,13:0.42,1600x900:0.28,30805
Intel I5-6200U:0.47,6:0.37,240 SSD:0.62,13.3:0.57,3840x2160:1.00,37724
Intel I7-5500U:0.29,3:0.12,750 HDD:0.25,17.3:1.00,1920x1080:0.57,35148
Intel I7-5200U:0.23,12:0.62,1 000 HDD:0.37,13.3:0.57,1366x768:0.14,27413
Intel I7-5500U:0.29,12:0.62,1 000 HDD:0.37,13:0.42,1600x900:0.28,27651
Intel I7-7200U:0.94,24:0.87,320 SSD:0.87,14:0.71,1680x1050:0.42,39096
Intel I7-7500U:1.00,6:0.37,256 SSD:0.75,13:0.42,3840x2160:1.00,38352
